Monomer A,Monomer B,IP vs SHE (eV),EA vs SHE (eV),Optical Gap (eV),Oscillator Strength (a.u.)
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)N)F)Br,0.7663,-2.6709,3.2673,0.7615
Fc1cc(Br)c(F)cc1Br,COC1=C(C=C(C=C1Br)F)Br,1.617,-2.2433,3.4857,1.5859
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)O)Br)F,1.3668,-2.3472,3.3208,1.6386
Fc1cc(Br)c(F)cc1Br,COC1=C(C=C(C=C1Br)C(=NO)N)Br,1.2014,-2.3304,3.4611,0.8965
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)N)C#N)Br,0.7984,-2.6038,3.0217,0.7999
Fc1cc(Br)c(F)cc1Br,CC1=CC(=C(C(=C1Cl)Br)N)Br,0.8583,-2.7225,3.2325,0.5899
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)O)Br)C(=O)O,1.6051,-2.3069,3.4347,0.9294
Fc1cc(Br)c(F)cc1Br,COC1=C(C=C(C=C1Br)C(=O)O)Br,1.8812,-1.9531,3.5937,1.2105
Fc1cc(Br)c(F)cc1Br,CC1=CC(=C(C=C1Br)Br)OC,1.214,-2.5854,3.4943,0.5462
Fc1cc(Br)c(F)cc1Br,CC1=C(C=C(C=C1Br)O)Br,1.3058,-2.7661,4.2015,0.4938
Fc1cc(Br)c(F)cc1Br,CC1=CC(=CC(=C1Br)C)Br,1.6075,-2.5069,3.7033,2.5335
Fc1cc(Br)c(F)cc1Br,CC1=CC(=C(C=C1Br)C)Br,1.5563,-2.5455,3.8198,2.2392
Fc1cc(Br)c(F)cc1Br,CC1=CC(=C(C(=C1)Br)[N+]#[C-])Br,1.843,-2.1769,3.5691,1.4147
Fc1cc(Br)c(F)cc1Br,Cc1cc(Br)cc(Br)c1[N+]#[C-],1.7393,-2.0159,3.6303,1.2977
Fc1cc(Br)c(F)cc1Br,[C-]#[N+]C1=C(C=C(C=C1Br)F)Br,2.0037,-2.1156,3.6158,0.9849
Fc1cc(Br)c(F)cc1Br,CC(C)C1=CC(=C(C(=C1)Br)N)Br,0.7498,-2.7599,3.2426,1.3033
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C=C1Br)Br)CBr,1.5505,-2.4447,3.6524,1.4591
Fc1cc(Br)c(F)cc1Br,CC(C)(C)C1=CC(=C(C(=C1)Br)N)Br,0.7783,-2.7251,3.1738,1.0547
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C=C1Br)Br)OC(F)(F)F,1.7812,-2.0014,3.6039,1.413
Fc1cc(Br)c(F)cc1Br,C1=C(C(=C(C(=C1Br)F)C#N)N)Br,0.8684,-2.5349,3.0454,0.8836
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C=C1Br)Br)C#N,1.6936,-2.2424,3.6158,1.4075
Fc1cc(Br)c(F)cc1Br,C1=C(C(=C(C(=C1F)Br)F)Br)N,0.8389,-2.7291,3.3744,0.6998
Fc1cc(Br)c(F)cc1Br,C1=CC(=C(C(=C1F)Br)F)Br,1.8676,-2.2711,3.7016,0.5777
Fc1cc(Br)c(F)cc1Br,CC1=C(C=CC(=C1)Br)Br,1.4555,-2.324,3.5444,3.8034
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)N)OC(F)(F)F)Br,0.8382,-2.0466,3.099,0.5342
Fc1cc(Br)c(F)cc1Br,CC1=C(C(=CC(=C1Cl)Br)Br)N,0.8427,-2.5981,3.3778,0.5592
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)N=C=S)OC(F)(F)F)Br,1.5995,-1.5824,3.2707,0.5968
Fc1cc(Br)c(F)cc1Br,CC1=CC(=CC(=C1N)Br)Br,0.6277,-2.7692,3.2001,0.7051
Fc1cc(Br)c(F)cc1Br,CC1=CC(=C(C(=C1C)Br)N)Br,0.7037,-2.8937,3.2469,0.6253
Fc1cc(Br)c(F)cc1Br,CC1=C(C=C(C(=C1Br)O)C=O)Br,1.5622,-1.8687,3.819,0.6267
Fc1cc(Br)c(F)cc1Br,COC1=CC(=C(C(=C1O)C=O)Br)Br,1.3749,-1.5924,3.5129,0.1139
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)O)Br)C(F)(F)F,1.5115,-2.3108,3.4305,1.8287
Fc1cc(Br)c(F)cc1Br,C1=CC(=C(C=C1Br)C=O)Br,1.6964,-1.6194,3.3523,2.1088
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C=C1Br)Br)CO,1.5527,-2.4463,3.6575,1.6832
Fc1cc(Br)c(F)cc1Br,CCC1=CC(=CC(=C1Br)CC)Br,1.7424,-2.6744,3.7773,1.2489
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)O)C#N)Br,1.3724,-2.3136,3.3489,0.9321
Fc1cc(Br)c(F)cc1Br,C1=C(C(=CC(=C1Br)C(=O)O)Br)C(=O)O,2.1839,-1.3556,3.4832,0.8157
Fc1cc(Br)c(F)cc1Br,C1=CC(=C(C(=C1C(=O)O)Br)OC(F)F)Br,2.2197,-1.5485,3.4475,0.8338
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C=C1Br)Br)C(F)(F)F,1.7449,-2.2335,3.6277,1.5174
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)Cl)C(F)(F)F)Br,1.8644,-2.0719,3.7059,0.703
Fc1cc(Br)c(F)cc1Br,C1=C(C(=C(C(=C1Br)Cl)C#N)N)Br,0.9857,-2.3445,3.0871,0.572
Fc1cc(Br)c(F)cc1Br,C1=C(C(=C(C(=C1Br)C(F)(F)F)Br)N)F,1.0433,-2.3311,3.7288,1.4395
Fc1cc(Br)c(F)cc1Br,CC1=C(C(=CC(=C1F)Br)Br)N,0.7245,-2.7213,3.1874,0.8852
Fc1cc(Br)c(F)cc1Br,CC1=CC(=CC(=C1F)Br)Br,1.6691,-2.3022,3.6566,1.5386
Fc1cc(Br)c(F)cc1Br,CC1=C(C=CC(=C1F)Br)Br,1.6625,-2.2654,3.6651,3.2983
Fc1cc(Br)c(F)cc1Br,CC1=C(C=C(C=C1F)Br)Br,1.662,-2.397,3.7237,1.0259
Fc1cc(Br)c(F)cc1Br,CC1=C(C(=C(C=C1F)Br)N)Br,0.769,-2.7647,3.1423,0.9328
Fc1cc(Br)c(F)cc1Br,CC1=CC(=C(C=C1Br)Cl)Br,1.7371,-2.336,3.8521,2.0675
Fc1cc(Br)c(F)cc1Br,CC1=CC(=C(C(=C1N)Br)Cl)Br,0.9547,-2.798,3.6974,0.8772
Fc1cc(Br)c(F)cc1Br,CC1=CC(=C(C(=C1)Br)Cl)Br,1.8611,-2.468,3.9295,0.5349
Fc1cc(Br)c(F)cc1Br,CC1=C(C(=CC(=C1[N+](=O)[O-])Br)Br)N,0.9401,-1.3728,3.3999,0.0562
Fc1cc(Br)c(F)cc1Br,CC1=CC(=CC(=C1C)Br)Br,1.5534,-2.5431,3.7357,0.9559
Fc1cc(Br)c(F)cc1Br,CS(=O)(=O)C1=CC(=C(C(=C1)Br)N)Br,0.8008,-2.7443,3.1313,1.3218
Fc1cc(Br)c(F)cc1Br,C1=C(C(=C(C(=C1Br)F)Br)N)F,0.8968,-2.6225,3.524,2.1531
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)F)Br)F,1.8922,-2.1591,3.5121,1.6461
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1F)Br)F)Br,1.726,-1.9657,3.4925,4.0465
Fc1cc(Br)c(F)cc1Br,C1=C(C(=CC(=C1F)Br)Br)N,0.6957,-2.7182,3.1865,0.6864
Fc1cc(Br)c(F)cc1Br,C1=C(C(=CC(=C1Cl)Br)Br)F,1.7916,-2.1785,3.6948,0.5988
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)Cl)OC(F)(F)F)Br,1.8818,-1.8763,3.6838,1.5468
Fc1cc(Br)c(F)cc1Br,CC(C)(C)C1=CC(=C(C(=C1)Br)Cl)Br,1.9182,-2.3421,3.8377,0.5467
Fc1cc(Br)c(F)cc1Br,CC1=CC(=CC(=C1Cl)Br)Br,1.7106,-2.239,3.745,1.3291
Fc1cc(Br)c(F)cc1Br,C1=C(C(=CC(=C1Br)Cl)Br)F,1.7968,-2.0133,3.5776,3.3018
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Cl)Br)F)Br,1.8229,-1.9589,3.5605,3.5789
Fc1cc(Br)c(F)cc1Br,C1=CC(=C(C(=C1Br)F)Cl)Br,1.8098,-2.0405,3.6362,3.399
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)F)Cl)Br,1.8168,-2.1833,3.6728,1.33
Fc1cc(Br)c(F)cc1Br,C1=C(C(=C(C(=C1Br)Cl)Br)N)F,1.0762,-2.7657,3.7025,1.814
Fc1cc(Br)c(F)cc1Br,CC1=C(C=CC(=C1Cl)Br)Br,1.7876,-2.3135,3.7756,2.2932
Fc1cc(Br)c(F)cc1Br,C1=CC(=C(C(=C1Br)Cl)Cl)Br,1.9525,-2.15,3.7909,2.3061
Fc1cc(Br)c(F)cc1Br,C1=C(C(=C(C(=C1Cl)Br)Cl)Br)N,1.102,-2.5767,3.8606,0.5119
Fc1cc(Br)c(F)cc1Br,C1=CC(=C(C(=C1Cl)Br)Cl)Br,2.0583,-2.2405,4.2847,1.1313
Fc1cc(Br)c(F)cc1Br,C1=CC(=C(C(=C1Br)F)F)Br,1.6995,-1.9355,3.4211,4.1205
Fc1cc(Br)c(F)cc1Br,C1=C(C(=C(C(=C1Br)N)Br)F)F,0.8614,-2.6439,3.1619,1.2251
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)F)F)Br,1.7621,-2.2082,3.6311,1.3738
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)N)Br)OC(F)F,0.7093,-2.6352,3.0505,1.1571
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C=C1Br)Br)OC(F)F,1.6901,-2.3191,3.5937,1.2848
Fc1cc(Br)c(F)cc1Br,C1=CC(=C(C=C1Br)OC(F)F)Br,1.5522,-2.1168,3.4815,3.5646
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)N)OC(F)F)Br,0.7174,-2.6033,3.1322,0.5155
Fc1cc(Br)c(F)cc1Br,C1=C(C(=C(C(=C1Br)Cl)Cl)N)Br,0.9802,-2.4136,3.6719,1.0707
Fc1cc(Br)c(F)cc1Br,CC1=CC(=C(C(=C1)Br)N)Br,0.6554,-2.8079,3.1449,0.8149
Fc1cc(Br)c(F)cc1Br,COC1=CC(=C(C(=C1N)Br)Cl)Br,0.8278,-2.6647,3.6864,1.3164
Fc1cc(Br)c(F)cc1Br,CC1=C(C(=C(C=C1Cl)Br)N)Br,0.8781,-2.71,3.1509,0.961
Fc1cc(Br)c(F)cc1Br,CC(C)C1=CC(=CC(=C1N)Br)Br,0.702,-2.7943,3.1678,0.6148
Fc1cc(Br)c(F)cc1Br,C1(=C(C(=C(C(=C1Br)Cl)F)Cl)Br)N,1.1426,-2.3631,3.2834,0.8924
Fc1cc(Br)c(F)cc1Br,FC(F)Oc1cc(Br)c(Cl)c(Br)c1,1.8836,-2.2691,3.7033,0.8305
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)Cl)Cl)Br,1.8357,-2.0586,3.6932,1.0945
Fc1cc(Br)c(F)cc1Br,CC1=CC(=C(C(=C1Br)C)Br)N,0.7547,-3.0455,3.9124,0.023
Fc1cc(Br)c(F)cc1Br,CC1=CC(=C(C(=C1)Br)C)Br,1.6522,-2.7123,4.1224,1.2029
Fc1cc(Br)c(F)cc1Br,C1=CC(=C(C=C1Br)Br)Cl,1.6801,-2.2631,3.7569,0.6863
Fc1cc(Br)c(F)cc1Br,COC1=CC(=C(C(=C1)Br)Cl)Br,1.5322,-2.468,4.2881,0.5118
Fc1cc(Br)c(F)cc1Br,C1=C(C(=C(C(=C1Br)N)Br)F)Cl,0.903,-2.5608,3.1644,0.8358
Fc1cc(Br)c(F)cc1Br,COC1=C(C=C(C(=C1Br)N)Cl)Br,1.0317,-2.521,3.331,0.5039
Fc1cc(Br)c(F)cc1Br,COc1c(Br)cc(Cl)cc1Br,1.6342,-2.1181,3.4679,1.7544
Fc1cc(Br)c(F)cc1Br,CCCCC1=CC(=C(C(=C1)Br)N)Br,0.7039,-2.7882,3.2035,1.1397
Fc1cc(Br)c(F)cc1Br,CC(C)C1=C(C=CC(=C1)Br)Br,1.5555,-2.3783,3.6753,3.2939
Fc1cc(Br)c(F)cc1Br,CC(C)C1=CC(=CC(=C1Cl)Br)Br,1.7324,-2.2415,3.6957,0.9442
Fc1cc(Br)c(F)cc1Br,C1=C(C(=CC(=C1F)Br)Br)F,1.7391,-2.2607,3.6693,1.1774
Fc1cc(Br)c(F)cc1Br,CC1=C(C=C(C=C1)Br)Br,1.4884,-2.5419,3.7408,1.3486
Fc1cc(Br)c(F)cc1Br,C1=C(C(=C(C(=C1Br)Cl)Br)N)Cl,1.1256,-2.6772,3.6277,1.1348
Fc1cc(Br)c(F)cc1Br,C1=C(C=C(C(=C1Br)Cl)Br)Cl,1.9798,-2.2565,4.1862,1.5295
Fc1cc(Br)c(F)cc1Br,CC1=C(C(=C(C=C1)Br)C)Br,1.6715,-2.817,4.2066,0.6374
